
				Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Reminder Date,Reminder Time,Meeting Organizer,Required Attendees,Optional Attendees,Meeting Resources,Billing Information,Categories,Description,Location,Mileage,Priority,Private,Sensitivity,Show time as
				Day 2,14/06/2022,,14/06/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Coding & Algorithms  Mr D J Brosche  16,14/06/2022,8:35:00 AM  ,14/06/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  43,14/06/2022,9:25:00 AM  ,14/06/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,14/06/2022,11:10:00 AM ,14/06/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,14/06/2022,12:00:00 PM ,14/06/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,14/06/2022,1:40:00 PM  ,14/06/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  GC4,14/06/2022,2:30:00 PM  ,14/06/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 3,15/06/2022,,15/06/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Chemistry  Ms J A Scarff  S2.03,15/06/2022,8:35:00 AM  ,15/06/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,15/06/2022,9:25:00 AM  ,15/06/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,15/06/2022,11:10:00 AM ,15/06/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,15/06/2022,12:00:00 PM ,15/06/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,15/06/2022,1:40:00 PM  ,15/06/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,15/06/2022,2:30:00 PM  ,15/06/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 4,16/06/2022,,16/06/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Italian  Mrs K L Irwin  L3.03,16/06/2022,8:35:00 AM  ,16/06/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Christian Ed  Mr M Y Poi  34,16/06/2022,9:25:00 AM  ,16/06/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,16/06/2022,11:10:00 AM ,16/06/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,16/06/2022,12:00:00 PM ,16/06/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,16/06/2022,1:40:00 PM  ,16/06/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D3,16/06/2022,2:30:00 PM  ,16/06/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 5,17/06/2022,,17/06/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Mathematics  Mr A Patel  40,17/06/2022,8:35:00 AM  ,17/06/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,17/06/2022,9:25:00 AM  ,17/06/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,17/06/2022,11:10:00 AM ,17/06/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,17/06/2022,12:00:00 PM ,17/06/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  GC3,17/06/2022,1:40:00 PM  ,17/06/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,17/06/2022,2:30:00 PM  ,17/06/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 6,20/06/2022,,20/06/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					English  Mr P C M Huybers  S1.04W,20/06/2022,8:35:00 AM  ,20/06/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,20/06/2022,9:25:00 AM  ,20/06/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  21,20/06/2022,11:10:00 AM ,20/06/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,20/06/2022,12:00:00 PM ,20/06/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,20/06/2022,1:40:00 PM  ,20/06/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,20/06/2022,2:30:00 PM  ,20/06/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 1,21/06/2022,,21/06/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Public Speaking and Sound Design  Ms O C Hopkins  D1,21/06/2022,8:35:00 AM  ,21/06/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,21/06/2022,9:25:00 AM  ,21/06/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,21/06/2022,11:10:00 AM ,21/06/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Christian Ed  Mr M Y Poi  34,21/06/2022,12:00:00 PM ,21/06/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,21/06/2022,1:40:00 PM  ,21/06/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  43,21/06/2022,2:30:00 PM  ,21/06/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 2,22/06/2022,,22/06/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Coding & Algorithms  Mr D J Brosche  16,22/06/2022,8:35:00 AM  ,22/06/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  43,22/06/2022,9:25:00 AM  ,22/06/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,22/06/2022,11:10:00 AM ,22/06/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,22/06/2022,12:00:00 PM ,22/06/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,22/06/2022,1:40:00 PM  ,22/06/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  GC4,22/06/2022,2:30:00 PM  ,22/06/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 3,23/06/2022,,23/06/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Chemistry  Ms J A Scarff  S2.03,23/06/2022,8:35:00 AM  ,23/06/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,23/06/2022,9:25:00 AM  ,23/06/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,23/06/2022,11:10:00 AM ,23/06/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,23/06/2022,12:00:00 PM ,23/06/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,23/06/2022,1:40:00 PM  ,23/06/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,23/06/2022,2:30:00 PM  ,23/06/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 4,19/07/2022,,19/07/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Italian  Mrs K L Irwin  L3.03,19/07/2022,8:35:00 AM  ,19/07/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Christian Ed  Mr M Y Poi  34,19/07/2022,9:25:00 AM  ,19/07/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,19/07/2022,11:10:00 AM ,19/07/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,19/07/2022,12:00:00 PM ,19/07/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,19/07/2022,1:40:00 PM  ,19/07/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D3,19/07/2022,2:30:00 PM  ,19/07/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 5,20/07/2022,,20/07/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Mathematics  Mr A Patel  40,20/07/2022,8:35:00 AM  ,20/07/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,20/07/2022,9:25:00 AM  ,20/07/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,20/07/2022,11:10:00 AM ,20/07/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,20/07/2022,12:00:00 PM ,20/07/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  GC3,20/07/2022,1:40:00 PM  ,20/07/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,20/07/2022,2:30:00 PM  ,20/07/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 6,21/07/2022,,21/07/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					English  Mr P C M Huybers  S1.04W,21/07/2022,8:35:00 AM  ,21/07/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,21/07/2022,9:25:00 AM  ,21/07/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  21,21/07/2022,11:10:00 AM ,21/07/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,21/07/2022,12:00:00 PM ,21/07/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,21/07/2022,1:40:00 PM  ,21/07/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,21/07/2022,2:30:00 PM  ,21/07/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 1,22/07/2022,,22/07/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Public Speaking and Sound Design  Ms O C Hopkins  D1,22/07/2022,8:35:00 AM  ,22/07/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,22/07/2022,9:25:00 AM  ,22/07/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,22/07/2022,11:10:00 AM ,22/07/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Christian Ed  Mr M Y Poi  34,22/07/2022,12:00:00 PM ,22/07/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,22/07/2022,1:40:00 PM  ,22/07/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  43,22/07/2022,2:30:00 PM  ,22/07/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 2,25/07/2022,,25/07/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Coding & Algorithms  Mr D J Brosche  16,25/07/2022,8:35:00 AM  ,25/07/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  43,25/07/2022,9:25:00 AM  ,25/07/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,25/07/2022,11:10:00 AM ,25/07/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,25/07/2022,12:00:00 PM ,25/07/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,25/07/2022,1:40:00 PM  ,25/07/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  GC4,25/07/2022,2:30:00 PM  ,25/07/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 3,26/07/2022,,26/07/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Chemistry  Ms J A Scarff  S2.03,26/07/2022,8:35:00 AM  ,26/07/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,26/07/2022,9:25:00 AM  ,26/07/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,26/07/2022,11:10:00 AM ,26/07/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,26/07/2022,12:00:00 PM ,26/07/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,26/07/2022,1:40:00 PM  ,26/07/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,26/07/2022,2:30:00 PM  ,26/07/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 4,27/07/2022,,27/07/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Italian  Mrs K L Irwin  L3.03,27/07/2022,8:35:00 AM  ,27/07/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Christian Ed  Mr M Y Poi  34,27/07/2022,9:25:00 AM  ,27/07/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,27/07/2022,11:10:00 AM ,27/07/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,27/07/2022,12:00:00 PM ,27/07/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,27/07/2022,1:40:00 PM  ,27/07/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D3,27/07/2022,2:30:00 PM  ,27/07/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 5,28/07/2022,,28/07/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Mathematics  Mr A Patel  40,28/07/2022,8:35:00 AM  ,28/07/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,28/07/2022,9:25:00 AM  ,28/07/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,28/07/2022,11:10:00 AM ,28/07/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,28/07/2022,12:00:00 PM ,28/07/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  GC3,28/07/2022,1:40:00 PM  ,28/07/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,28/07/2022,2:30:00 PM  ,28/07/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 6,29/07/2022,,29/07/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					English  Mr P C M Huybers  S1.04W,29/07/2022,8:35:00 AM  ,29/07/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,29/07/2022,9:25:00 AM  ,29/07/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  21,29/07/2022,11:10:00 AM ,29/07/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,29/07/2022,12:00:00 PM ,29/07/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,29/07/2022,1:40:00 PM  ,29/07/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,29/07/2022,2:30:00 PM  ,29/07/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 1,01/08/2022,,01/08/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Public Speaking and Sound Design  Ms O C Hopkins  D1,01/08/2022,8:35:00 AM  ,01/08/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,01/08/2022,9:25:00 AM  ,01/08/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,01/08/2022,11:10:00 AM ,01/08/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Christian Ed  Mr M Y Poi  34,01/08/2022,12:00:00 PM ,01/08/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,01/08/2022,1:40:00 PM  ,01/08/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  43,01/08/2022,2:30:00 PM  ,01/08/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 2,02/08/2022,,02/08/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Coding & Algorithms  Mr D J Brosche  16,02/08/2022,8:35:00 AM  ,02/08/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  43,02/08/2022,9:25:00 AM  ,02/08/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,02/08/2022,11:10:00 AM ,02/08/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,02/08/2022,12:00:00 PM ,02/08/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,02/08/2022,1:40:00 PM  ,02/08/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  GC4,02/08/2022,2:30:00 PM  ,02/08/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 3,03/08/2022,,03/08/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Chemistry  Ms J A Scarff  S2.03,03/08/2022,8:35:00 AM  ,03/08/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,03/08/2022,9:25:00 AM  ,03/08/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,03/08/2022,11:10:00 AM ,03/08/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,03/08/2022,12:00:00 PM ,03/08/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,03/08/2022,1:40:00 PM  ,03/08/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,03/08/2022,2:30:00 PM  ,03/08/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 4,04/08/2022,,04/08/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Italian  Mrs K L Irwin  L3.03,04/08/2022,8:35:00 AM  ,04/08/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Christian Ed  Mr M Y Poi  34,04/08/2022,9:25:00 AM  ,04/08/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,04/08/2022,11:10:00 AM ,04/08/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,04/08/2022,12:00:00 PM ,04/08/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,04/08/2022,1:40:00 PM  ,04/08/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D3,04/08/2022,2:30:00 PM  ,04/08/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 5,05/08/2022,,05/08/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Mathematics  Mr A Patel  40,05/08/2022,8:35:00 AM  ,05/08/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,05/08/2022,9:25:00 AM  ,05/08/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,05/08/2022,11:10:00 AM ,05/08/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,05/08/2022,12:00:00 PM ,05/08/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  GC3,05/08/2022,1:40:00 PM  ,05/08/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,05/08/2022,2:30:00 PM  ,05/08/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 6,08/08/2022,,08/08/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					English  Mr P C M Huybers  S1.04W,08/08/2022,8:35:00 AM  ,08/08/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,08/08/2022,9:25:00 AM  ,08/08/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  21,08/08/2022,11:10:00 AM ,08/08/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,08/08/2022,12:00:00 PM ,08/08/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  40,08/08/2022,1:40:00 PM  ,08/08/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,08/08/2022,2:30:00 PM  ,08/08/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 1,09/08/2022,,09/08/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Public Speaking and Sound Design  Ms O C Hopkins  D1,09/08/2022,8:35:00 AM  ,09/08/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,09/08/2022,9:25:00 AM  ,09/08/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Coding & Algorithms  Mr D J Brosche  16,09/08/2022,11:10:00 AM ,09/08/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Christian Ed  Mr M Y Poi  34,09/08/2022,12:00:00 PM ,09/08/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,09/08/2022,1:40:00 PM  ,09/08/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  43,09/08/2022,2:30:00 PM  ,09/08/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 2,10/08/2022,,10/08/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Coding & Algorithms  Mr D J Brosche  16,10/08/2022,8:35:00 AM  ,10/08/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Mathematics  Mr A Patel  43,10/08/2022,9:25:00 AM  ,10/08/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Chemistry  Ms J A Scarff  S2.03,10/08/2022,11:10:00 AM ,10/08/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Public Speaking and Sound Design  Ms O C Hopkins  D1,10/08/2022,12:00:00 PM ,10/08/2022,12:45:00 PM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,10/08/2022,1:40:00 PM  ,10/08/2022,2:25:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Phys Ed & Health  Mr L M Carey  GC4,10/08/2022,2:30:00 PM  ,10/08/2022,3:15:00 PM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				Day 3,11/08/2022,,11/08/2022,,TRUE,FALSE,,,,,,,,,,,,,,,FREE
					Chemistry  Ms J A Scarff  S2.03,11/08/2022,8:35:00 AM  ,11/08/2022,9:20:00 AM  ,FALSE,FALSE,,,,,,,,,,,,,,,
				English  Mr P C M Huybers  S1.04W,11/08/2022,9:25:00 AM  ,11/08/2022,10:10:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
				Italian  Mrs K L Irwin  L3.03,11/08/2022,11:10:00 AM ,11/08/2022,11:55:00 AM ,FALSE,FALSE,,,,,,,,,,,,,,,
